酒名,酒廠,url,年分,產地,酒精度,照片url,內容,評論,價錢
"BenRiach 42 Year Old 1971 Single Cask (40.8%, Master of Malt, 2013)", BenRiach Distillery,https://thewhiskyphiles.com/2016/03/22/benriach-42-year-old-1971-single-cask/,null,Scotch, 40.8%,https://thewhiskyphiles.files.wordpress.com/2014/03/benriach-42-year-old-1971-single-cask-master-of-malt-whisky.jpg,"We’re properly over the moon about our incredible single cask bottling of single malt Scotch whisky from the BenRiach distillery! It was distilled in September 1971, 6 years after the distillery reopened following a 62 year-long slumber. It then matured for a massive 42 years until November 2013, when we went ahead and bottled it up for our Single Cask range.Official tasting notes:Nose: Wowsers – fruit salad, Fruit Salad sweets, in fact. Floral notes too, with a little freshly squeezed orange juice. Buttercup cough syrup and travel sweets. Honeysuckle, gooseberry and soft oak.Palate: Quite syrupy before orchard fruit and light oak take hold and finally gorgeous blood orange develops.Finish: Long and creamy with grapefruit, melon and more boiled sweets.Overall: This is a gorgeous, limber 42 year old! Full of flavour, it’s simply stunning.","Sampled at The Edinburgh Whisky Blog 5th Birthday Bash  this was a gift to the EWB folk and their friendsMy tasting notes:Dark amber gold (11/20)Nose: Dank and musty dunnage warehouses, antique oak wood, woody and herbal rosemary, sage, heather honey, fruit salad, melon, peach, apple, grape, pineapple, gooseberry, orange, floral rose and hibiscusTaste: Fruity tangerines, floral roses, herbal rosemary, sweet heather honey and Demerara sugar sweet woody sugars, a hint of citrus and then amaretti biscuits, zabaglione ice-cream / dessert.Finish:  Long, woody oak, drying and tannic, sweet fruits and further almonds and marzipan linger", £469.95
"Glenfarclas 40 Years Old (46%, OB, 2016)", Glenfarclas Distillery,https://thewhiskyphiles.com/2016/03/17/glenfarclas-40-years-old/,null,Scotch, 46%,https://thewhiskyphiles.files.wordpress.com/2016/03/glenfarclas-40-year-old-whisky.jpg,":Colour:Rich dark mysterious GoldNose:Antique leather, walnuts and chocolate covered raisins.Flavour:A sweet initial taste, orange segments, chocolate. Then a lovely flavour of burnt brown sugar.Finish:The dry finish oozes big tannins and more rich dark cocoa beans. Let the whisky breathe a little or add a drop or two of water to fully open up the dram.Comment:This new Glenfarclas 40 Years Old, bottled in March 2010, has been awarded a score of 95/100 by the Malt Advocate magazine.",":Our 5th Dram of the evening and 3rd in the Glenfarclas vertical session at Duck’s Inn, Aberlady was the Glenfarclas 40 Year Old. Until very recently (i.e. the launch of their 50 Years Old this last week) this was the pinnacle core expression though having obvious comparators within their extensive Family Cask series. Released at a slightly bolstered 46% compared to the 43% ABV of the 25 and 30 year olds.Colour:Dark ruby gold (12/20) slow medium droplets and medium legsNose:Herbal woody oak, cumin, cardamom, mossy, dunnage warehouses, musty, leather, chocolate, raisin, fruit cake, cigar boxes and tobacco leaf, cocoa, rich marmalade, toffee and butterscotch.Taste:High percentage cocoa chocolate, bitter (and fibrous/gritty) chocolate, coffee grounds, chocolate-coated coffee beans, herbal cumin, rosemary wood, old oak wood and walnut, chestnut, marmalade, maraschino cherry or kirsch, brandy, caramelised demerara sugar (crème brulee topping), double-espresso coffeeFinish:Long, tannic, herbal and peppery oak wood, dried fruit, raisins and bitter dark chocolate", £639.95
"Glenfarclas 30 Years Old (43%, OB, 2016)", Glenfarclas Distillery,https://thewhiskyphiles.com/2016/03/17/glenfarclas-30-years-old/,null,Scotch, 43%,https://thewhiskyphiles.files.wordpress.com/2016/03/glenfarclas-30-year-old-whisky.jpg,":Colour:Full rich dark gold.Nose:Full complex aromas with fruit and full sherried malty tones.Flavour:With Sherry, cognac, brandy, fruit, nuts, marzipan (and even icing), this is a wonderfully indulgent Christmas cake, in a glass!Finish:A whisky you never want to end and it very nearly doesn’t. The finish is exquisite with a real taste of burnt chocolate at the back of your mouth.Comment:This was distilled in my grandfather’s time, so we have to thank him for the wonderful depth of the 30 Years Old. It is the casks he purchased that have made this so richly indulgent. This truly amazing whisky was named the Best Commercially Available Single Malt in Australia in 2003, and won Gold at the International Spirits Challenge in 2005. At the 2007 Malmo Whisky Fair Glenfarclas 30 Years Old won double Gold, and was named ‘Best Overall Whisky at the Fair’.",":Our 4th dram of the evening at Duck’s Inn and 2nd of the Glenfarclas vertical was the 30 year old expression.Colour:Dark umbrous gold (12/20) slow medium-sized droplet tears and fine legsNose:Slightly less woody than the 25 year old, a touch of smoke and a richer heather honey, leather, chocolate, dried fruit and walnutTaste:This had the wonderful indulgence of Christmas written all over it with brandy laden dried fruit, candied peel, Christmas cake with marzipan and icing, sherry trifle, Terry’s chocolate orange, latte coffee, muscovado sugar, and shelled mixed nuts all incredibly smooth on the palate.Finish:Medium-long drying, oak wood, dried fruit, nut and chocolate orange", £229.55
"Glenfarclas 25 Years Old (43%, OB, 2016)", Glenfarclas Distillery,https://thewhiskyphiles.com/2016/03/17/glenfarclas-25-years-old/,null,Scotch, 43%,https://thewhiskyphiles.files.wordpress.com/2016/03/glenfarclas-25-year-old-whisky.jpg,":Colour:Amber with dark gold highlights.Nose:Complex, yet refined, delicately peated, with fresh tempting aromas of marmalade, honey, freshly ground coffee, sherry and nuts. Some oaky tannins.Flavour:Full-bodied and robust, the sherry and the oak fight for your attention yet neither is overpowering. A powerful nutty smokiness.Finish:Intense, long lasting, dry smoky and malty. A beautiful dark Belgium chocolate taste at the back of your mouth to complete the flavour of the 25 Years Old.Comment:A great after-dinner whisky so rich and full that it is a dessert in itself, with a finish that goes on forever.",":Our third dram of our whisky tasting session at Duck’s Inn started this Glenfarclas vertical of their 25, 30 and 40 year old expression – so nice to be able to compare and contrast these rare aged expressions side-by-side.Colour:Red gold/copper (9/20) medium-fine droplet and legsNose:Oak wood to the fore, fruity oranges and red fruits with dried fruit date and prune, milk chocolate, malty cereal barley, sweet golden syrup and woodland honey, leather and more creamy nuttiness, hazelnut puree/nutellaTaste:True to the nose, milk chocolate, hazelnut, orange and ginger marmalade, tannic leather, coffee grounds and old oak wood, toffee, malt, date, fig, creme brulee, fruitcake batter and gingerbread.Finish:Medium-long, nutty oak wood and creamy milk chocolate with orange and ginger", £119.76
"Glen Ord 12 Years Old (43%, OB, 1990’s)",null,https://thewhiskyphiles.com/2016/03/17/glen-ord-12-years-old/,null,Scotch, 43%,https://thewhiskyphiles.files.wordpress.com/2016/03/glen-ord-12-90s.jpg,":An exuberantly spicy malt, with plenty of sherry influence, Glen Ord is a fine example of the Highland style and very good value for money. This bottling is now discontinued, to be replaced by Singleton of Glen Ord, so grab one while you can.",":Our first whisky during our tasting session at Duck’s Inn was this hand-picked Glen Ord 12 Years Old ‘cube’ bottled from the late 198o’s/early 1990’s and available up until 2008 in Europe but replaced by the Singleton of Glen Ord bottling available only at the distillery in the UK and widely distributed in Asia. Back in the 1970’s Glen Ord was heralded as one of the classic Highland single malts and regarded as one of the finest.Colour:Dark amber gold (11/20) medium tears with medium-fine legsNose:Malty cereal barley and spiced cinnamon, a little gingerbread, some sweet citrus orange or clementine, vanilla essence and a hint of chocolateTaste:Peppery spice initially, freshly ground nutmeg and cinnamon powder, ginger nut biscuits, malty cereal barley, toffee and salted caramel oak, a hint of treacle and darker chocolate before lots of orange oil essence, candied peel, like a cosmopolitan cocktail with orange zest/expressed oilFinish:Medium-short orange, ginger, toffee and spice.", £79.95
"Deanston 11 Years Old 2004 Distillery Exclusive (60.1%, OB, Amontillado Cask Finish, 2015)", Deanston Distillery,https://thewhiskyphiles.com/2016/03/13/deanston-11-years-old-2004-distillery-exclusive/,null,Scotch, 60.1%,https://thewhiskyphiles.files.wordpress.com/2015/02/img_1313.jpg?w=900,":The third fill-your-own offering from Deanston Distillery is another Amontillado Sherry finished cask, this time at 11 years old having a combined maturation of 10 years in an ex-bourbon cask a 12 month finishing in ex-Amontillado. Presented at cask strength of 60.1%.",":Another ‘visit’ or drop-in to Deanston distillery just before Christmas 2015 – mostly to buy raffle tickets for their festive hamper as usual supporting the local school and community in Deanston village. We managed to sample the 2nd Batch of the Deanston 18 Years Old which has a slightly spicier presentation than the first batch. Also the Ledaig Distillery-Only bottling was available which was a stunning 19 Years Old with heavy PX sherry maturation evident. Finally we purchased both the new Deanston 20 Years Old (review coming soon) and a small sample of this the latest Fill-your-own, another Amontillado finish but a year older than the last fill-your-own 10yo Amontillado finish expression.Colour:Pale yellow/straw gold (4/20) medium tears and medium legsNose:Biscuity malt, ginger nuts, citrus lime, chocolate lime sweeties, zesty, peach, apricot, apple, lemon meringue pie, marzipan, banana bread, fresh and grassy, cherry, pineapple fritter in golden syrup.Taste:Rich and warming, gingerbread with vanilla cream icing, cinnamon, nutmeg, marzipan, toasted flaked almonds, hazelnut puree, malted milk biscuits, sugared almonds and popping candy, zesty fruits, lime, pineapple, green or cooking (Bramley) apple, chamois leatherFinish:Long with drying spices, zesty fruits and underlying sweetness", £80
"Benromach 35 Years Old (43%, OB, 2016)", Benromach Distillery,https://thewhiskyphiles.com/2016/03/10/benromach-35-years-old/,null,Scotch, 43%,https://thewhiskyphiles.files.wordpress.com/2016/03/benromach-35-year-old-whisky.jpg,":Handcrafted using the finest natural ingredients at the Forres distillery, Benromach 35 Years Old is an exceptional whisky with real heritage and an original tale or two, having been laid down to mature in the 1980’s.Golden amber in colour, Benromach 35 Years Old (ABV 43%) is a most satisfying Speysider with cinnamon hints and beeswax polish, stewed pear and a delicate charred Oak edge.The bespoke decanter style bottle protecting the precious whisky is encased within a wooden presentation box, reflecting the various elements which have gone into making the whisky; the copper stills, the dark, grained wood of the original washbacks, and the white of the limewashed distillery walls.This rare whisky, dating back to a time before Benromach was restored in the ‘90s, exudes the heritage of the Speyside distillery. Created under the watchful eye of Donald MacDonald, former Distillery Manager, the casks this whisky was matured in have long been a part of the Benromach history. Willie McArthur, former malt man and warehouseman, was one of the workers responsible for protecting the precious casks remaining in the bonded warehouses.Benromach Distillery Manager Keith Cruickshank said:“Benromach 35 Years Old is a very special whisky for everyone at the distillery, as very few casks of Benromach remain from this time period.“Benromach today is created respecting the traditional working practices of yesteryear and is lovingly handcrafted by sight, by sound, and by touch, using the finest natural ingredients.“The 35 Years Old is the perfect dram to toast the past, present and future of Benromach.”The beautiful golden amber hues of the 35 Years Old promise a satisfying, complex Speysider… and it generously fulfils its promise. Pour a dram and appreciate the AROMA WITHOUT WATER… the nose offers rich sherry influences with orange marmalade, kiwi and grapefruit aromas, complemented by gorgeous cinnamon spice. Now lift it to your lips and take a sip, enjoying the TASTE WITHOUT WATER. Initially, it is sweet on the palate with honey, fruitcake, ripe banana and melon flavours. Watch out for the smooth white chocolate edge as it develops, combined with a soft menthol note, giving a full body and long and smooth fruity finish. Now add a drop or two of water and notice the AROMA WITH WATER… sherry influences with honey, blackcurrant and beeswax polish aromas, complemented by a subtle hint of cloves. Now it’s time to savour the TASTE WITH WATER… a fabulous combination of white pepper followed by dried tobacco, dewy stewed pear, raisin and zesty orange peel flavours, heightened by a delicate edge of charred oak…the result of lingering for over three decades in oak casks.",":Big thanks to Tom at Toms Whisky Reviews for sharing his official sample from Benromach with me, delighted to have the opportunity to taste this pinnacle of their range.Colour:Old sauternes rubrous gold (11/20) thick oily legsNose:Sweet and beech-smoked, warm orange and ginger marmalade spread over buttered toasted brown bread, fig jam, soft/well-worn leather, zesty orange peel spiced and preserved with ginger and cinnamon, gooseberry fool, white grape, lime foam, slightly tannic old tea chest and fragrant sandalwoodTaste:Spiced up front with powdered cinnamon and freshly grated nutmeg, spiced black pepper and ginger both fresh root and pickled, softens into orange marmalade, red-wine poached pears, honey and beeswax before tannic tea and oak wood creep in, a touch of bitterness too like high % cocoa chocolate, musty dunnage warehouses, dusty malt barley flour, madeira cake, dried fruits; raisin and prunes, spun sugar or over-caramelised crème brulee topping, herbal clove, menthol and eucalyptus.Finish:Long, candy floss sweetness with spiced hints of cinnamon, tobacco leaf, clove and orange oil", £419.95 from Master of Malt
"The Glenlivet 16 Years Old Nadurra (56.1%, OB, Batch 0813Y, 2013)", The Glenlivet Distillery,https://thewhiskyphiles.com/2016/03/09/the-glenlivet-16-years-old-nadurra-batch-0831y-56-1-pernod-ricard-2/,null,Scotch, 56.1%,https://thewhiskyphiles.files.wordpress.com/2016/03/the-glenlivet-16-year-old-nadurra-batch-0813y-whisky.jpg,":The Nadurra series is Glenlivet’s range of 16 year old single malt Scotch whiskies, which have been matured in ex-bourbon casks and then bottled at cask strength with no chill-filtration. A fantastic small batch expression. This edition comes from batch 0813Y, bottled in 2013.",":The Glenlivet Nadurra, we first sampled this during our visit to The Glenlivet Distillery back in 2011 or 2012, subsequently this series has become a little bit of a hit amongst Glenlivet fans. This particular bottling carries the 16 year old age-statement, whilst many of the other batches have been NAS and focussed more on their cask maturation e.g. sherry or the latest incarnation – peated cask matured.Colour:Light amber 18 carat gold (9/20) thick legsNose:Apple, cider/brandy/calvados, toffee, spiced gingerbread, clove, cinnamon, nutmeg, mace, caramel sauce, sticky toffee pudding, fruit, light peach, apple, pear, tangerine, vanilla essence, crème brulee, custard,Taste:Warming, spiced toffee and gingerbread, Jamaican ginger cake, treacle toffee, oak wood, almost savoury and herbal, vanilla, marzipan, frangipane tartFinish:Medium-long spiced toffee", £42.45
"Tullibardine 228 (43%, OB, 2016)", Tullibardine Distillery,https://thewhiskyphiles.com/2016/03/07/tullibardine-228-burgundy-cask-finish/,null,Scotch, 43%,https://thewhiskyphiles.files.wordpress.com/2016/03/tullibardine-228-burgundy-cask-finish-whisky.jpg,":This is a delicious whisky from Tullibardine, released in 2013. It sees the Highland whisky finished for 12 months in 228-litre Red Burgundy wine casks from Chateau de Chassagne Montrachet.Tasting Note by The Chaps at Master of MaltNose: Spiced, with notes of red berry fruit, vanilla and toasted oak.Palate: Creamy, nutty palate entry with notes of sweet custard, apple peel, red berries and orange blossom honey.Finish: Long finish with plum jam and allspice.Overall: Spiced and rich with a delicious influence from the red wine casks.",":The superb Tullibardine 228 Burgundy finish – finally a red wine-finish making it into stable expressions, according to the distillery this one is selling like hot-cakes!Colour:Rich ruby amber (11/20)Nose:Spied and tannic, red berry fruits, strawberry, raspberry and cherries, cinnamon and nutmeg, tannic tea, suede leather, crème bruleeTaste:Smooth and initially creamy vanilla turns into strawberries and cream, scones with jam and clotted cream, mixed berry/woodland fruits, bramble jam, Morello cherries,Finish:Medium-long, blackcurrant cordial, plum and cinnamon preserve, oak wood and tannic tea", £40.63
"Rock Oyster (46.8%, Douglas Laing, 2016)", Various distilleries,https://thewhiskyphiles.com/2016/03/07/rock-oyster-whisky/,null,Scotch, 46.8%,https://thewhiskyphiles.files.wordpress.com/2016/03/rock-oyster-whisky.jpg,":Paying homage the sea, Douglas Laing’s Rock Oyster is a Small Batch bottling created using the finest maritime Malts including those distilled on the esteemed Islands of Jura, Islay, Arran and Orkney. Bottled at 46.8% alcohol strength and traditionally without colouring or chill-filtration, this Small Batch bottling has a truly maritime and oceanic character of sea-salt, sweet peat, smoke, honey and pepper from its Islay Malts, and softened somewhat by the sweeter, barley-based impact from Arran, Jura and Orkney.Tasting notes:Wave soaked rocks and a salty oceanic fresh influence on the nose, running to an initially subtle palate that carries soft and rather sweet peat paralleled with smoke, honey, damp ash, liquorice and late pepper. All of what went before is neatly replicated in the moreish finish.",":Bottled by Douglas Laing as part of their Remarkable Malts range of blended malt whiskies that epitomise the region in which they were produced. We have previously sampled both Scallywag (Speyside) and Big Peat (Islay) blended malts, however I was very keen to try this Rock Oyster (Island) expression as in theory this hit a lot of my likes! When I bumped into Jan at the Doulas Laing stand at the Edinburgh Whisky Stramash 2015 we had a brief chat about what was on offer and Jan explained how he thought the Remarkable Malts range fit the brief perfectly for a whisky festival aimed at more novice or introductory whisky drinkers rather than the more bewildering (and rarer/more exclusive) array of single cask expressions bottled by Douglas Laing. He certainly had a very busy stand to man – so they were definitely doing something right!Colour:Light champagne gold (4/20) slow small droplet tears leave fine trailsNose:Malty and peat smoke hit you first before a wave of briny sea spray, seashells and powdered shell (white sand) beaches in the sun (often I describe this taste note as ozone), shellfish, clams, oysters, mussels that peculiar mix of sweet and salt from their fresh meat, earthy and with a hint of engine oil, slightly bbq/flame-grilled shellfishTaste:Light initially with biscuity cereal barley, meaty, ginger and honey, saltwater taffy, ocean fresh shellfish, scallops, oysters, smoked mussels, peat smoke wisps and clam chowder more sweet and salt.Finish:Long, smoky and briny, honeyed malt", £37.84
